,default_wgt_sum,default_count,current_count
shme,0.0,14.0,129301.0
shoc,0.0,2.0,129313.0
shoe,0.0,3.0,129312.0
shoo,0.0,6.0,129309.0
shop,10.08,188.0,129127.0
shor,1.23,32.0,129283.0
shot,0.0,2.0,129313.0
shov,0.0,2.0,129313.0
show,0.0,21.0,129294.0
shp ,0.0,1.0,129314.0
shq ,0.0,1.0,129314.0
shre,0.0,4.0,129311.0
shri,0.0,1.0,129314.0
shta,0.0,1.0,129314.0
shut,1.75,13.0,129302.0
shwa,0.0,3.0,129312.0
shwr,0.0,1.0,129314.0
si b,0.0,1.0,129314.0
si r,0.0,1.0,129314.0
si s,0.0,1.0,129314.0
si w,0.0,1.0,129314.0
sia ,0.0,12.0,129303.0
sia$,0.0,2.0,129313.0
sial,0.0,2.0,129313.0
sian,0.0,3.0,129312.0
siat,0.75,8.0,129307.0
sibi,0.0,1.0,129314.0
sic ,2.0,65.0,129250.0
sic$,0.91,12.0,129303.0
sica,5.98,281.0,129034.0
sici,11.000000000000002,446.0,128869.0
sick,0.0,1.0,129314.0
sics,0.0,10.0,129305.0
sict,0.0,1.0,129314.0
side,48.95999999999998,1976.0,127339.0
sidi,0.0,3.0,129312.0
sidr,0.0,2.0,129313.0
sidu,0.0,1.0,129314.0
sidy,0.0,1.0,129314.0
siem,0.0,2.0,129313.0
sien,0.23,2.0,129313.0
sier,0.0,7.0,129308.0
sife,0.0,1.0,129314.0
sifi,0.0,13.0,129302.0
sig ,0.0,2.0,129313.0
siga,0.0,2.0,129313.0
sigh,0.0,12.0,129303.0
sigm,0.0,5.0,129310.0
sign,14.620000000000001,766.0,128549.0
sigu,0.0,1.0,129314.0
sii$,0.0,2.0,129313.0
sik ,0.0,1.0,129314.0
sil ,0.0,1.0,129314.0
sile,0.0,3.0,129312.0
sili,0.0,2.0,129313.0
silk,1.0,2.0,129313.0
sill,0.0,1.0,129314.0
silt,0.0,1.0,129314.0
silv,0.0,1.0,129314.0
sim ,0.0,1.0,129314.0
sime,0.0,8.0,129307.0
simm,0.0,1.0,129314.0
simp,0.0,1.0,129314.0
simu,0.91,5.0,129310.0
sina,0.75,3.0,129312.0
sine,49.02999999999997,1434.0,127881.0
sing,30.130000000000003,886.0,128429.0
sini,0.0,2.0,129313.0
sino,4.0,35.0,129280.0
sins,0.0,3.0,129312.0
sio$,0.0,1.0,129314.0
sioa,0.0,1.0,129314.0
sioc,0.0,1.0,129314.0
siol,1.0,20.0,129295.0
sion,30.889999999999997,776.0,128539.0
siop,0.0,1.0,129314.0
sior,1.98,24.0,129291.0
siot,0.0,1.0,129314.0
sip ,0.0,1.0,129314.0
sipp,0.0,1.0,129314.0
sipt,0.0,1.0,129314.0
sir$,1.0,2.0,129313.0
sis ,1.98,54.0,129261.0
sis$,1.0,50.0,129265.0
sisa,0.0,12.0,129303.0
sisc,0.0,1.0,129314.0
sisi,0.75,5.0,129310.0
siso,0.0,1.0,129314.0
sisr,0.0,1.0,129314.0
siss,0.75,14.0,129301.0
sist,192.16,4799.0,124516.0
sit ,5.0,36.0,129279.0
sit$,0.75,11.0,129304.0
sita,0.58,37.0,129278.0
site,9.96,171.0,129144.0
siti,1.98,64.0,129251.0
sito,2.75,15.0,129300.0
sitr,0.0,1.0,129314.0
sits,0.0,2.0,129313.0
sitt,0.0,1.0,129314.0
situ,0.0,1.0,129314.0
sity,1.0,33.0,129282.0
sive,0.0,16.0,129299.0
sivi,0.0,1.0,129314.0
sivo,0.0,2.0,129313.0
six ,0.0,4.0,129311.0
size,0.0,1.0,129314.0
sj a,0.0,1.0,129314.0
sjob,0.0,1.0,129314.0
sk  ,0.0,10.0,129305.0
sk a,4.0,75.0,129240.0
sk c,0.0,31.0,129284.0
sk d,0.0,4.0,129311.0
sk e,0.0,1.0,129314.0
sk f,0.0,2.0,129313.0
sk i,0.0,3.0,129312.0
sk l,0.0,5.0,129310.0
sk m,3.0,86.0,129229.0
sk o,0.0,8.0,129307.0
sk p,0.75,4.0,129311.0
sk r,0.0,7.0,129308.0
sk s,2.0,27.0,129288.0
sk t,1.0,11.0,129304.0
ska ,0.0,2.0,129313.0
skat,0.0,2.0,129313.0
skee,0.75,15.0,129300.0
skep,0.0,1.0,129314.0
sker,0.0,1.0,129314.0
sket,0.75,13.0,129302.0
skey,0.0,1.0,129314.0
ski ,0.0,1.0,129314.0
skil,2.23,28.0,129287.0
skin,0.0,1.0,129314.0
skip,0.0,2.0,129313.0
skp ,0.0,2.0,129313.0
sksi,0.0,1.0,129314.0
skto,3.98,70.0,129245.0
skyc,0.0,3.0,129312.0
skyd,0.0,1.0,129314.0
skyw,0.0,1.0,129314.0
sl i,0.0,5.0,129310.0
sl p,0.0,1.0,129314.0
sl s,0.0,1.0,129314.0
sl t,0.0,4.0,129311.0
slae,0.0,2.0,129313.0
slan,1.0,3.0,129312.0
slat,0.0,22.0,129293.0
slc$,0.0,1.0,129314.0
sld ,0.0,1.0,129314.0
slee,1.0,19.0,129296.0
sleo,0.0,1.0,129314.0
sler,0.0,4.0,129311.0
slet,0.0,1.0,129314.0
slex,1.0,1.0,129314.0
slic,0.0,1.0,129314.0
slis,0.0,1.0,129314.0
slit,0.0,4.0,129311.0
sllc,0.0,2.0,129313.0
slm$,0.0,1.0,129314.0
sloa,0.0,2.0,129313.0
slot,0.0,34.0,129281.0
slp$,0.0,7.0,129308.0
slpa,0.0,1.0,129314.0
slpo,0.0,1.0,129314.0
slt ,0.0,1.0,129314.0
slts,0.0,2.0,129313.0
slum,0.0,1.0,129314.0
slym,0.0,1.0,129314.0
sm a,0.0,1.0,129314.0
sm h,0.0,1.0,129314.0
sm l,0.0,1.0,129314.0
sm m,0.0,2.0,129313.0
sm n,0.0,1.0,129314.0
sm o,0.0,1.0,129314.0
sm p,0.0,2.0,129313.0
sm s,0.0,4.0,129311.0
sm t,0.0,2.0,129313.0
sma ,0.0,4.0,129311.0
sma$,0.0,1.0,129314.0
smal,0.8099999999999999,28.0,129287.0
sman,7.620000000000001,166.0,129149.0
smar,0.0,1.0,129314.0
smbl,0.0,1.0,129314.0
smc ,0.0,1.0,129314.0
smc$,0.0,1.0,129314.0
sme$,0.0,9.0,129306.0
smed,0.0,1.0,129314.0
smen,1.75,35.0,129280.0
smet,0.0,17.0,129298.0
smg ,0.0,1.0,129314.0
smgr,0.0,2.0,129313.0
smic,0.0,1.0,129314.0
smis,0.0,8.0,129307.0
smit,0.0,11.0,129304.0
smmp,0.0,1.0,129314.0
smn$,0.0,1.0,129314.0
smo$,1.0,2.0,129313.0
smog,0.0,2.0,129313.0
smok,0.0,1.0,129314.0
smot,0.0,1.0,129314.0
smp$,0.0,1.0,129314.0
sms ,0.0,1.0,129314.0
sms$,0.0,1.0,129314.0
smsg,0.0,1.0,129314.0
smt ,0.0,4.0,129311.0
smut,0.0,1.0,129314.0
sn c,0.0,2.0,129313.0
sn n,0.0,1.0,129314.0
sn r,0.0,1.0,129314.0
sn s,0.0,1.0,129314.0
sna$,0.0,1.0,129314.0
snac,0.0,1.0,129314.0
snag,1.0,3.0,129312.0
snap,0.0,1.0,129314.0
snco,0.0,3.0,129312.0
snei,0.0,2.0,129313.0
snel,0.0,1.0,129314.0
snes,0.0,5.0,129310.0
sney,0.0,3.0,129312.0
snie,0.0,1.0,129314.0
snig,0.0,1.0,129314.0
snio,0.0,1.0,129314.0
snow,0.0,1.0,129314.0
snr ,0.0,11.0,129304.0
snrn,0.0,1.0,129314.0
snt$,0.75,4.0,129311.0
snta,0.0,1.0,129314.0
so 2,0.0,1.0,129314.0
so a,0.0,1.0,129314.0
so d,0.0,1.0,129314.0
so i,0.0,2.0,129313.0
so m,0.0,2.0,129313.0
so o,0.0,1.0,129314.0
so t,0.0,1.0,129314.0
so v,0.0,1.0,129314.0
so1$,0.0,1.0,129314.0
sobe,0.0,1.0,129314.0
soc ,1.0,41.0,129274.0
soc$,0.0,25.0,129290.0
soca,0.0,2.0,129313.0
socc,0.0,4.0,129311.0
soci,77.15999999999997,2170.0,127145.0
soco,0.0,1.0,129314.0
sode,0.0,1.0,129314.0
soe$,0.0,1.0,129314.0
soec,1.0,2.0,129313.0
sof ,0.0,1.0,129314.0
soff,0.0,1.0,129314.0
soft,15.340000000000002,940.0,128375.0
sofw,0.0,1.0,129314.0
soic,0.0,6.0,129309.0
soii,0.0,1.0,129314.0
soil,0.0,4.0,129311.0
soir,0.0,1.0,129314.0
sol ,0.0,2.0,129313.0
sola,0.0,3.0,129312.0
sold,2.75,31.0,129284.0
sole,0.0,17.0,129298.0
soli,0.0,20.0,129295.0
soln,0.0,1.0,129314.0
solo,0.0,2.0,129313.0
solu,8.25,201.0,129114.0
solv,0.0,1.0,129314.0
some,0.0,2.0,129313.0
somm,0.0,6.0,129309.0
somn,0.0,5.0,129310.0
somo,0.0,1.0,129314.0
somt,0.0,1.0,129314.0
son ,0.0,40.0,129275.0
son$,8.120000000000001,194.0,129121.0
sona,13.91,245.0,129070.0
sone,0.0,3.0,129312.0
song,0.0,2.0,129313.0
soni,1.0,3.0,129312.0
sonl,0.0,1.0,129314.0
sonm,0.0,1.0,129314.0
sonn,3.08,79.0,129236.0
sono,2.75,65.0,129250.0
sonr,0.0,2.0,129313.0
sons,0.0,2.0,129313.0
soon,0.0,1.0,129314.0
soou,0.0,1.0,129314.0
sop ,0.75,2.0,129313.0
sopa,0.0,1.0,129314.0
sope,0.0,4.0,129311.0
sopr,0.0,1.0,129314.0
sor ,13.120000000000001,373.0,128942.0
sor$,186.39999999999992,4804.0,124511.0
sorc,0.0,4.0,129311.0
sore,1.23,8.0,129307.0
sori,0.0,3.0,129312.0
sorm,0.0,2.0,129313.0
sorn,0.0,1.0,129314.0
sorr,0.0,1.0,129314.0
sors,0.0,6.0,129309.0
sort,1.75,28.0,129287.0
sory,1.75,93.0,129222.0
sos$,0.0,1.0,129314.0
sosc,0.0,1.0,129314.0
sosi,0.0,2.0,129313.0
sot$,0.0,2.0,129313.0
sotm,0.0,1.0,129314.0
sou ,0.0,1.0,129314.0
souc,0.0,3.0,129312.0
soue,0.0,1.0,129314.0
soun,1.0,50.0,129265.0
sour,17.17,573.0,128742.0
sous,2.0,27.0,129288.0
sout,0.0,22.0,129293.0
sov$,0.0,1.0,129314.0
sox ,0.0,1.0,129314.0
sp a,0.0,2.0,129313.0
sp e,0.0,3.0,129312.0
sp i,0.0,1.0,129314.0
sp o,0.0,1.0,129314.0
sp p,0.0,1.0,129314.0
sp s,0.0,2.0,129313.0
sp t,0.0,8.0,129307.0
spa ,0.0,9.0,129306.0
spa$,0.0,2.0,129313.0
spac,0.0,31.0,129284.0
span,0.0,15.0,129300.0
spap,0.0,1.0,129314.0
spar,0.0,2.0,129313.0
spat,12.64,274.0,129041.0
spay,0.0,3.0,129312.0
spbs,0.0,1.0,129314.0
spc ,0.0,2.0,129313.0
spc$,0.75,7.0,129308.0
spci,0.0,2.0,129313.0
spcl,0.0,2.0,129313.0
spct,0.23,1.0,129314.0
spd ,0.0,4.0,129311.0
spdi,0.0,1.0,129314.0
spea,0.0,7.0,129308.0
spec,138.92000000000004,4500.0,124815.0
sped,0.0,4.0,129311.0
spee,1.98,103.0,129212.0
spei,0.0,2.0,129313.0
spel,0.0,1.0,129314.0
spen,0.0,7.0,129308.0
sper,1.23,37.0,129278.0
spes,0.0,2.0,129313.0
spet,0.0,2.0,129313.0
spha,0.0,2.0,129313.0
spi$,0.0,1.0,129314.0
spia,0.0,1.0,129314.0
spic,0.0,15.0,129300.0
spin,0.0,5.0,129310.0
spir,14.06,222.0,129093.0
spis,0.0,1.0,129314.0
spit,4.5,78.0,129237.0
spla,0.0,6.0,129309.0
spli,3.75,25.0,129290.0
spm$,0.0,1.0,129314.0
spo ,0.0,3.0,129312.0
spo$,0.0,1.0,129314.0
spoi,0.0,1.0,129314.0
spon,1.0,32.0,129283.0
spoo,0.0,2.0,129313.0
spor,10.91,279.0,129036.0
spos,0.0,3.0,129312.0
spot,0.0,8.0,129307.0
sppe,0.0,1.0,129314.0
spr$,0.0,2.0,129313.0
spra,0.75,6.0,129309.0
spre,0.0,3.0,129312.0
spri,0.75,16.0,129299.0
sps$,0.0,3.0,129312.0
spt ,0.0,2.0,129313.0
spta,0.0,1.0,129314.0
spti,0.0,1.0,129314.0
sput,0.0,4.0,129311.0
spvr,0.0,2.0,129313.0
spvs,0.0,2.0,129313.0
sqa ,0.0,5.0,129310.0
sqa$,0.0,2.0,129313.0
sql ,0.23,7.0,129308.0
sql$,0.0,1.0,129314.0
squa,1.75,26.0,129289.0
squi,0.0,1.0,129314.0
sr  ,0.0,6.0,129309.0
sr 2,0.0,2.0,129313.0
sr 3,0.0,1.0,129314.0
sr a,4.75,250.0,129065.0
sr b,3.73,99.0,129216.0
sr c,6.46,201.0,129114.0
sr d,4.5,110.0,129205.0
sr e,0.75,63.0,129252.0
sr f,1.0,77.0,129238.0
sr g,0.0,15.0,129300.0
sr h,0.0,28.0,129287.0
sr i,1.0,82.0,129233.0
sr j,0.0,1.0,129314.0
sr l,2.5,73.0,129242.0
sr m,6.25,162.0,129153.0
sr n,0.0,30.0,129285.0
sr o,0.75,36.0,129279.0
sr p,5.5,250.0,129065.0
sr q,1.33,21.0,129294.0
sr r,0.23,57.0,129258.0
sr s,10.25,294.0,129021.0
sr t,3.5,104.0,129211.0
sr u,0.0,19.0,129296.0
sr v,0.0,37.0,129278.0
sr w,0.0,17.0,129298.0
sr1 ,0.0,1.0,129314.0
sr1$,0.0,1.0,129314.0
sr11,0.0,1.0,129314.0
sr3 ,0.0,1.0,129314.0
sra ,0.0,2.0,129313.0
sra$,0.0,1.0,129314.0
sram,0.0,1.0,129314.0
sran,0.0,2.0,129313.0
sras,0.0,2.0,129313.0
srat,0.0,3.0,129312.0
src$,0.0,1.0,129314.0
srco,0.0,2.0,129313.0
srcu,0.0,2.0,129313.0
srda,0.0,1.0,129314.0
srdb,0.0,1.0,129314.0
srdi,0.0,3.0,129312.0
srea,0.0,2.0,129313.0
sree,0.0,1.0,129314.0
sreg,0.0,1.0,129314.0
srel,0.0,1.0,129314.0
srem,0.0,1.0,129314.0
sren,0.0,1.0,129314.0
srep,0.0,2.0,129313.0
sret,0.0,1.0,129314.0
srev,0.0,1.0,129314.0
srgl,0.0,1.0,129314.0
srii,0.0,1.0,129314.0
srin,0.0,1.0,129314.0
srm ,0.0,1.0,129314.0
srm$,0.0,1.0,129314.0
srma,0.0,5.0,129310.0
srmc,0.0,1.0,129314.0
srme,0.0,2.0,129313.0
srms,0.0,1.0,129314.0
srna,0.0,2.0,129313.0
sro$,0.75,3.0,129312.0
sroo,0.0,10.0,129305.0
srop,0.0,1.0,129314.0
srpe,0.0,1.0,129314.0
srpl,0.0,1.0,129314.0
srpr,0.0,2.0,129313.0
srpt,0.0,1.0,129314.0
srre,0.0,1.0,129314.0
srrf,0.0,1.0,129314.0
srs$,0.0,1.0,129314.0
srsa,0.0,1.0,129314.0
srse,0.0,1.0,129314.0
srso,0.0,1.0,129314.0
srsp,0.0,1.0,129314.0
srsu,0.0,1.0,129314.0
srsy,0.0,2.0,129313.0
srtr,0.0,2.0,129313.0
sruc,0.0,3.0,129312.0
srun,0.0,1.0,129314.0
srve,1.0,1.0,129314.0
srvi,0.0,1.0,129314.0
srwe,0.0,1.0,129314.0
sry ,0.0,1.0,129314.0
ss  ,0.0,19.0,129296.0
ss $,0.0,1.0,129314.0
ss 4,0.0,1.0,129314.0
ss a,17.2,485.0,128830.0
ss b,1.23,38.0,129277.0
ss c,3.19,123.0,129192.0
ss d,17.12,328.0,128987.0
ss e,1.0,68.0,129247.0
ss f,2.0,14.0,129301.0
ss g,0.0,6.0,129309.0
ss h,0.0,3.0,129312.0
ss i,1.0,52.0,129263.0
ss l,0.0,16.0,129299.0
ss m,7.0,229.0,129086.0
ss n,0.0,14.0,129301.0
ss o,8.71,166.0,129149.0
ss p,3.23,104.0,129211.0
ss r,0.0,41.0,129274.0
ss s,5.0,193.0,129122.0
ss t,4.0,75.0,129240.0
ss u,0.0,3.0,129312.0
ss v,0.0,2.0,129313.0
ss w,1.0,9.0,129306.0
ss1$,0.0,2.0,129313.0
ss3$,0.23,3.0,129312.0
ss4$,0.0,1.0,129314.0
ssa ,0.0,1.0,129314.0
ssa$,0.0,6.0,129309.0
ssab,0.0,1.0,129314.0
ssac,0.0,1.0,129314.0
ssad,0.75,10.0,129305.0
ssag,5.33,67.0,129248.0
ssam,0.0,5.0,129310.0
ssan,0.0,2.0,129313.0
ssar,0.0,1.0,129314.0
ssas,0.0,1.0,129314.0
ssau,0.0,1.0,129314.0
ssay,0.75,1.0,129314.0
ssb ,0.0,1.0,129314.0
ssc ,0.0,1.0,129314.0
ssc$,0.0,5.0,129310.0
ssch,0.0,1.0,129314.0
ssci,0.0,1.0,129314.0
ssd ,0.0,1.0,129314.0
ssda,0.0,1.0,129314.0
ssdi,0.0,1.0,129314.0
sseb,0.0,2.0,129313.0
ssel,0.0,3.0,129312.0
ssem,12.83,251.0,129064.0
ssen,1.23,18.0,129297.0
ssep,0.0,1.0,129314.0
sser,1.0,33.0,129282.0
sses,2.0,45.0,129270.0
sset,3.75,101.0,129214.0
ssex,0.0,1.0,129314.0
ssfl,1.0,1.0,129314.0
ssg ,0.0,6.0,129309.0
ssg$,1.75,8.0,129307.0
ssgt,1.0,15.0,129300.0
ssi$,0.0,1.0,129314.0
ssia,0.75,5.0,129310.0
ssic,0.0,2.0,129313.0
ssif,0.0,13.0,129302.0
ssig,0.0,6.0,129309.0
ssii,0.0,2.0,129313.0
ssil,0.0,4.0,129311.0
ssin,3.5,92.0,129223.0
ssio,24.159999999999997,525.0,128790.0
ssis,191.41,4809.0,124506.0
ssit,2.33,47.0,129268.0
ssm ,0.0,1.0,129314.0
ssma,1.0,39.0,129276.0
ssmb,0.0,1.0,129314.0
ssme,1.75,27.0,129288.0
ssmg,0.0,1.0,129314.0
ssmu,0.0,1.0,129314.0
sso ,0.0,1.0,129314.0
sso$,0.0,4.0,129311.0
ssoc,65.26999999999995,1871.0,127444.0
ssof,0.0,1.0,129314.0
ssoi,0.0,6.0,129309.0
sson,0.0,2.0,129313.0
ssor,17.270000000000003,771.0,128544.0
ssos,0.0,4.0,129311.0
ssov,0.0,1.0,129314.0
ssp$,0.0,2.0,129313.0
sspo,0.0,3.0,129312.0
sspr,0.0,1.0,129314.0
ssr ,0.0,2.0,129313.0
ssr$,0.0,10.0,129305.0
ssro,0.0,8.0,129307.0
ssrp,0.0,1.0,129314.0
sss$,0.0,3.0,129312.0
sss3,0.0,1.0,129314.0
ssse,0.0,2.0,129313.0
sssi,0.0,6.0,129309.0
ssso,0.0,1.0,129314.0
ssst,0.75,2.0,129313.0
sssu,0.0,1.0,129314.0
sst ,12.190000000000001,413.0,128902.0
sst$,11.23,220.0,129095.0
ssta,0.75,19.0,129296.0
sstc,0.0,1.0,129314.0
sstd,0.0,2.0,129313.0
sste,0.0,2.0,129313.0
sstg,0.0,1.0,129314.0
ssti,1.23,4.0,129311.0
sstm,1.98,10.0,129305.0
ssto,0.0,3.0,129312.0
sstp,0.0,1.0,129314.0
ssts,0.0,2.0,129313.0
sstt,0.0,1.0,129314.0
ssua,0.0,2.0,129313.0
ssue,0.0,8.0,129307.0
ssup,0.0,1.0,129314.0
ssur,6.710000000000001,231.0,129084.0
ssus,0.0,1.0,129314.0
ssy ,0.0,1.0,129314.0
ssy$,0.0,2.0,129313.0
st  ,2.0,80.0,129235.0
st $,0.0,2.0,129313.0
st 1,0.0,14.0,129301.0
st 2,4.23,47.0,129268.0
st 3,1.0,29.0,129286.0
st 4,0.0,3.0,129312.0
st 5,0.0,6.0,129309.0
st 7,0.0,1.0,129314.0
st 8,0.0,1.0,129314.0
st a,5.71,192.0,129123.0
st b,0.0,24.0,129291.0
st c,7.33,138.0,129177.0
st d,2.73,76.0,129239.0
st e,1.98,81.0,129234.0
st f,0.0,25.0,129290.0
st g,0.23,36.0,129279.0
st h,1.0,16.0,129299.0
st i,6.790000000000001,288.0,129027.0
st j,1.0,5.0,129310.0
st k,0.0,1.0,129314.0
st l,3.91,37.0,129278.0
st m,5.46,166.0,129149.0
st n,0.0,7.0,129308.0
st o,0.75,52.0,129263.0
st p,7.23,102.0,129213.0
st r,0.75,35.0,129280.0
st s,5.8100000000000005,222.0,129093.0
st t,7.41,82.0,129233.0
st u,0.0,4.0,129311.0
st v,0.75,32.0,129283.0
st w,0.23,12.0,129303.0
st y,0.0,1.0,129314.0
st2 ,0.0,1.0,129314.0
st2$,0.0,1.0,129314.0
st3$,0.0,3.0,129312.0
st53,0.0,1.0,129314.0
sta ,0.0,3.0,129312.0
sta$,1.23,18.0,129297.0
stab,3.0,11.0,129304.0
stac,0.0,6.0,129309.0
stad,0.0,3.0,129312.0
staf,32.17,752.0,128563.0
stag,0.0,10.0,129305.0
stai,1.0,11.0,129304.0
stak,0.0,3.0,129312.0
stal,10.98,216.0,129099.0
stam,0.0,3.0,129312.0
stan,188.45999999999998,4740.0,124575.0
stao,0.0,1.0,129314.0
star,2.91,24.0,129291.0
stat,14.830000000000002,283.0,129032.0
stau,1.75,55.0,129260.0
stav,0.0,2.0,129313.0
stay,1.0,1.0,129314.0
stb$,0.0,1.0,129314.0
stba,0.0,1.0,129314.0
stca,0.0,2.0,129313.0
stcc,1.0,1.0,129314.0
stch,0.0,1.0,129314.0
stcl,0.0,3.0,129312.0
stda,0.0,1.0,129314.0
stdi,0.0,4.0,129311.0
stdo,0.0,30.0,129285.0
ste ,0.0,15.0,129300.0
ste$,0.0,3.0,129312.0
stea,0.0,16.0,129299.0
stec,0.0,1.0,129314.0
sted,0.75,28.0,129287.0
stee,1.75,24.0,129291.0
stem,31.95,1410.0,127905.0
sten,0.75,24.0,129291.0
step,1.0,3.0,129312.0
steq,0.0,1.0,129314.0
ster,81.26999999999998,2484.0,126831.0
stes,0.0,13.0,129302.0
stet,0.0,1.0,129314.0
steu,0.0,3.0,129312.0
stev,0.0,1.0,129314.0
stew,0.75,31.0,129284.0
stf$,1.0,2.0,129313.0
stga,0.0,1.0,129314.0
stge,0.0,1.0,129314.0
sthe,2.75,83.0,129232.0
sthi,0.0,1.0,129314.0
stho,1.0,1.0,129314.0
stia,1.0,4.0,129311.0
stic,16.42,409.0,128906.0
stid,0.0,3.0,129312.0
stie,0.0,1.0,129314.0
stig,9.440000000000001,212.0,129103.0
stii,0.0,2.0,129313.0
stil,0.0,1.0,129314.0
stim,2.73,154.0,129161.0
stin,0.0,46.0,129269.0
stio,0.0,3.0,129312.0
stir,0.0,1.0,129314.0
stis,0.23,5.0,129310.0
stit,1.0,55.0,129260.0
stiv,0.75,6.0,129309.0
stjo,0.0,1.0,129314.0
stl ,0.0,2.0,129313.0
stl$,0.0,1.0,129314.0
stle,1.0,3.0,129312.0
stli,0.0,1.0,129314.0
stlt,0.0,1.0,129314.0
stly,0.0,1.0,129314.0
stma,1.75,48.0,129267.0
stmd,0.0,1.0,129314.0
stme,2.44,104.0,129211.0
stmg,0.23,1.0,129314.0
stna,0.23,4.0,129311.0
stne,0.0,1.0,129314.0
stnt,0.0,2.0,129313.0
stnu,0.0,1.0,129314.0
sto ,0.0,2.0,129313.0
stoc,12.73,132.0,129183.0
stod,10.71,224.0,129091.0
stoe,0.0,1.0,129314.0
stof,0.0,1.0,129314.0
stok,0.0,2.0,129313.0
stol,0.0,11.0,129304.0
stom,69.86999999999996,1178.0,128137.0
ston,1.0,15.0,129300.0
stop,0.75,2.0,129313.0
stor,36.82999999999999,1086.0,128229.0
stos,0.0,4.0,129311.0
stot,0.0,5.0,129310.0
stph,0.0,1.0,129314.0
stpl,0.0,1.0,129314.0
stpo,0.0,1.0,129314.0
stpr,0.0,2.0,129313.0
str ,0.0,1.0,129314.0
str$,0.0,2.0,129313.0
stra,92.81,2767.0,126548.0
strc,0.0,1.0,129314.0
stre,2.5,36.0,129279.0
strg,0.0,1.0,129314.0
stri,23.949999999999996,597.0,128718.0
stro,0.0,6.0,129309.0
strt,0.0,1.0,129314.0
stru,28.73,766.0,128549.0
stry,3.0,45.0,129270.0
sts ,0.0,13.0,129302.0
sts$,2.0,39.0,129276.0
sts1,0.0,1.0,129314.0
stsa,1.0,1.0,129314.0
stsc,0.0,3.0,129312.0
stse,0.0,2.0,129313.0
stsn,0.75,3.0,129312.0
stst,0.0,1.0,129314.0
stsu,0.0,3.0,129312.0
stt ,0.0,1.0,129314.0
stte,0.0,1.0,129314.0
stto,0.0,1.0,129314.0
sttr,0.0,1.0,129314.0
stuc,0.0,5.0,129310.0
stud,7.25,128.0,129187.0
stum,1.0,8.0,129307.0
stur,0.0,2.0,129313.0
stus,0.0,1.0,129314.0
stvi,0.0,1.0,129314.0
sty ,0.0,2.0,129313.0
styi,0.0,1.0,129314.0
styl,5.1,87.0,129228.0
su c,0.0,1.0,129314.0
su i,0.0,1.0,129314.0
su t,0.0,1.0,129314.0
sual,3.98,51.0,129264.0
suan,0.0,1.0,129314.0
suar,0.0,1.0,129314.0
sub ,1.0,6.0,129309.0
sub$,0.0,3.0,129312.0
suba,0.0,5.0,129310.0
subc,2.66,17.0,129298.0
subf,0.0,1.0,129314.0
subj,0.0,9.0,129306.0
subm,0.0,2.0,129313.0
subp,0.0,1.0,129314.0
subr,0.0,4.0,129311.0
subs,1.0,48.0,129267.0
succ,0.0,12.0,129303.0
sudd,0.0,1.0,129314.0
sue ,0.0,4.0,129311.0
sue$,0.0,1.0,129314.0
suep,0.0,1.0,129314.0
suer,0.0,3.0,129312.0
sues,0.0,3.0,129312.0
suff,0.0,7.0,129308.0
suga,0.0,1.0,129314.0
sugi,0.0,1.0,129314.0
suit,0.0,4.0,129311.0
sula,1.23,22.0,129293.0
sult,44.269999999999996,1440.0,127875.0
sume,1.23,55.0,129260.0
summ,0.0,1.0,129314.0
sumt,0.0,1.0,129314.0
sun ,0.0,2.0,129313.0
sunf,0.0,1.0,129314.0
sung,0.0,1.0,129314.0
sunn,0.0,1.0,129314.0
suoe,0.23,7.0,129308.0
sup ,0.0,4.0,129311.0
sup$,0.0,10.0,129305.0
supe,178.86999999999998,4604.0,124711.0
supi,0.0,1.0,129314.0
supo,0.0,6.0,129309.0
supp,53.559999999999995,1292.0,128023.0
supr,0.0,6.0,129309.0
supt,0.0,26.0,129289.0
supv,1.23,27.0,129288.0
sur ,0.0,1.0,129314.0
sura,22.18,457.0,128858.0
sure,1.75,87.0,129228.0
surf,0.0,13.0,129302.0
surg,13.39,188.0,129127.0
suri,0.0,4.0,129311.0
surp,0.0,8.0,129307.0
surr,0.91,1.0,129314.0
surv,2.0,76.0,129239.0
sury,1.0,49.0,129266.0
sus ,0.0,1.0,129314.0
suse,0.0,1.0,129314.0
sush,1.0,10.0,129305.0
susp,0.0,4.0,129311.0
sust,0.0,7.0,129308.0
suta,0.0,1.0,129314.0
sute,0.0,1.0,129314.0
sutl,0.0,3.0,129312.0
sutt,0.0,1.0,129314.0
suwa,0.0,1.0,129314.0
svc ,1.0,12.0,129303.0
svc$,0.0,2.0,129313.0
svcs,0.75,11.0,129304.0
svin,0.0,1.0,129314.0
svp ,0.0,50.0,129265.0
svp$,0.0,28.0,129287.0
svpf,0.0,1.0,129314.0
svr ,0.0,2.0,129313.0
svr$,0.0,1.0,129314.0
svs ,0.0,1.0,129314.0
svsr,0.0,1.0,129314.0
sw 2,0.0,1.0,129314.0
sw e,0.0,1.0,129314.0
sw f,0.0,1.0,129314.0
sw i,0.0,3.0,129312.0
sw o,0.0,1.0,129314.0
sw p,0.0,1.0,129314.0
sw w,0.0,1.0,129314.0
sw1$,0.0,1.0,129314.0
sw2$,0.0,1.0,129314.0
swac,0.0,1.0,129314.0
swag,0.0,2.0,129313.0
